Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company,Month,Budget_Planned,Variance,Cost_Per_Click
Women 18-24,Brand Awareness,45 Days,Twitter,0.1,8342.35,3.04,21855,66254,1,Health,2022-12-10,Fitness Front,Dec,9176.585000000001,834.2350000000006,0.38
Women 25-34,Product Launch,45 Days,Twitter,0.03,11371.01,2.05,30087,90639,3,Technology,2022-03-05,Gadget Giants,Mar,12508.111,1137.1010000000006,0.38
Men 35-44,Market Expansion,30 Days,Instagram,0.04,6444.74,4.03,16694,50968,5,Home,2022-07-12,Domestic Dream,Jul,7089.214,644.4740000000002,0.39
Men 35-44,Brand Awareness,45 Days,Pinterest,0.05,10596.75,0.2001969353105127,16430,54481,1,Food,2022-06-15,Culinary Quest,Jun,11656.425000000001,1059.675000000001,0.64
Men 18-24,Market Expansion,15 Days,Instagram,0.13,1274.88,1.04,3362,11478,9,Health,2022-09-28,Pulse Point,Sep,1402.3680000000002,127.48800000000006,0.38
Women 35-44,Product Launch,45 Days,Instagram,0.1,8532.5,1.13,22377,67801,10,Home,2022-05-29,Furnish Fine,May,9385.75,853.25,0.38
Women 35-44,Brand Awareness,45 Days,Facebook,0.08,9634.97,7.5,25357,76629,10,Food,2022-02-19,Palate Paradise,Feb,10598.467,963.4970000000012,0.38
Men 25-34,Increase Sales,15 Days,Pinterest,0.08,3379.35,0.4897675024560757,4916,16991,1,Home,2022-04-14,Decor Dreams,Apr,3717.2850000000003,337.9350000000004,0.69
Women 45-60,Increase Sales,15 Days,Twitter,0.12,2494.78,0.74,6097,19580,3,Health,2022-04-04,Vital Vigor,Apr,2744.2580000000003,249.47800000000007,0.41
Men 18-24,Product Launch,60 Days,Pinterest,0.12,14605.2,0.1465727562094825,22209,73298,1,Fashion,2022-11-28,Fiber Fashion,Nov,16065.720000000003,1460.5200000000023,0.66
Women 35-44,Market Expansion,60 Days,Facebook,0.02,12010.36,2.35,31794,95696,2,Food,2022-12-07,Nosh Nirvana,Dec,13211.396000000002,1201.0360000000019,0.38
Women 18-24,Increase Sales,45 Days,Instagram,0.06,9103.07,6.59,23897,72304,6,Health,2022-03-17,Pulse Point,Mar,10013.377,910.3070000000007,0.38
Women 45-60,Product Launch,60 Days,Pinterest,0.04,13417.81,0.3950314527109224,20783,68656,1,Technology,2022-05-15,Tech Titans,May,14759.591,1341.7810000000009,0.65
Men 18-24,Increase Sales,15 Days,Pinterest,0.02,500.0,0.3271074925162842,576,2859,1,Food,2022-04-28,Epicurean Edge,Apr,550.0,50.0,0.87
Women 18-24,Increase Sales,45 Days,Twitter,0.12,10791.92,3.02,28507,85959,9,Food,2022-02-22,Epicurean Edge,Feb,11871.112000000001,1079.192000000001,0.38
Men 35-44,Brand Awareness,15 Days,Pinterest,0.01,1336.67,0.2270090248610278,2045,7643,1,Health,2022-01-20,Fitness Front,Jan,1470.3370000000002,133.66700000000014,0.65
Men 18-24,Brand Awareness,30 Days,Facebook,0.03,5179.79,3.7,13273,40834,6,Home,2022-11-18,Nest Neat,Nov,5697.769,517.9790000000003,0.39
Women 45-60,Increase Sales,15 Days,Twitter,0.03,2716.91,3.03,6648,21212,6,Home,2022-03-16,Decor Dreams,Mar,2988.601,271.69100000000026,0.41
Women 25-34,Product Launch,30 Days,Instagram,0.1,4145.26,2.63,10439,32439,1,Technology,2022-12-21,NexGen Nerds,Dec,4559.786000000001,414.52600000000075,0.4
Men 35-44,Product Launch,60 Days,Pinterest,0.04,12149.78,0.6863894924931864,18890,62489,1,Home,2022-02-02,Furnish Fine,Feb,13364.758000000002,1214.978000000001,0.64
Women 25-34,Increase Sales,15 Days,Twitter,0.13,2454.93,7.64,5998,19285,4,Health,2022-02-07,Elixir Essence,Feb,2700.4230000000002,245.4930000000004,0.41
All Ages,Increase Sales,30 Days,Twitter,0.02,6130.19,2.67,15847,48459,3,Home,2022-03-10,Cozy Corners,Mar,6743.209,613.0190000000002,0.39
Men 25-34,Market Expansion,45 Days,Instagram,0.1,10140.94,1.52,26742,80730,8,Food,2022-08-13,Bistro Bliss,Aug,11155.034000000001,1014.094000000001,0.38
All Ages,Market Expansion,15 Days,Facebook,0.07,1640.18,7.32,4093,13644,5,Food,2022-09-11,Gastronomy Guild,Sep,1804.1980000000003,164.01800000000026,0.4
Women 18-24,Increase Sales,45 Days,Facebook,0.08,7792.74,0.76,20350,61798,10,Food,2022-02-04,Culinary Quest,Feb,8572.014000000001,779.2740000000013,0.38
Women 45-60,Product Launch,15 Days,Instagram,0.06,3332.48,1.26,8247,25948,10,Technology,2022-08-24,Innovate Infinity,Aug,3665.7280000000005,333.2480000000005,0.4
All Ages,Increase Sales,60 Days,Pinterest,0.12,12876.99,0.0965235223818543,20010,66136,1,Health,2022-06-14,Aura Align,Jun,14164.689,1287.6990000000005,0.64
All Ages,Market Expansion,30 Days,Facebook,0.06,7215.38,5.5,18785,57161,7,Home,2022-09-27,Furnish Fine,Sep,7936.918000000001,721.5380000000005,0.38
Women 45-60,Increase Sales,30 Days,Twitter,0.05,7056.74,3.24,18349,55870,5,Food,2022-06-30,Nosh Nirvana,Jun,7762.414000000001,705.6740000000009,0.38
Men 18-24,Market Expansion,60 Days,Facebook,0.04,13100.76,4.05,34626,104084,4,Home,2022-06-14,Homely Haven,Jun,14410.836000000001,1310.076000000001,0.38
Women 45-60,Increase Sales,30 Days,Facebook,0.07,7443.08,6.72,19386,58942,6,Health,2022-05-11,Elixir Essence,May,8187.388000000001,744.3080000000009,0.38
Men 35-44,Product Launch,30 Days,Instagram,0.11,5352.56,5.04,13731,42192,5,Fashion,2022-01-30,Chic Couture,Jan,5887.816000000001,535.2560000000003,0.39
Men 18-24,Product Launch,60 Days,Facebook,0.12,14459.62,7.72,37565,112790,6,Home,2022-01-29,Furnish Fine,Jan,15905.582000000002,1445.9620000000014,0.38
Women 18-24,Product Launch,45 Days,Instagram,0.04,8553.99,4.7,22434,67971,1,Technology,2022-09-26,Silicon Saga,Sep,9409.389000000001,855.3990000000013,0.38
Women 35-44,Product Launch,60 Days,Facebook,0.13,12398.45,2.84,32821,98736,3,Home,2022-10-08,Domestic Dream,Oct,13638.295000000002,1239.8450000000012,0.38
Men 18-24,Product Launch,15 Days,Facebook,0.02,3560.19,6.54,8847,27726,7,Food,2022-01-03,Gourmet Grove,Jan,3916.2090000000003,356.01900000000023,0.4
Women 35-44,Market Expansion,60 Days,Twitter,0.04,11724.69,3.29,31043,93470,1,Food,2022-10-14,Gourmet Grove,Oct,12897.159000000001,1172.469000000001,0.38
Men 45-60,Increase Sales,45 Days,Pinterest,0.03,11189.03,0.3181701293327791,17380,57573,1,Food,2022-03-12,Epicurean Edge,Mar,12307.933,1118.9030000000002,0.64
All Ages,Increase Sales,30 Days,Pinterest,0.11,7027.27,0.9419980795414302,10733,35931,1,Health,2022-04-27,Pulse Point,Apr,7729.997000000001,702.7270000000008,0.65
Women 35-44,Market Expansion,30 Days,Twitter,0.09,4707.4,6.69,11976,36994,6,Home,2022-05-08,Dwell Delight,May,5178.14,470.7400000000007,0.39
Women 18-24,Market Expansion,60 Days,Twitter,0.02,13438.61,4.49,35436,106482,6,Home,2022-02-27,Hearth Harmony,Feb,14782.471000000001,1343.8610000000008,0.38
Women 25-34,Increase Sales,15 Days,Facebook,0.04,3372.62,4.65,8353,26263,3,Technology,2022-03-29,Tech Titans,Mar,3709.882,337.26200000000017,0.4
Women 35-44,Product Launch,45 Days,Facebook,0.05,11158.28,7.82,29510,88929,5,Home,2022-05-31,Space Spruce,May,12274.108000000002,1115.8280000000013,0.38
